T20I Match No,Match ID,Match Name,Series ID,Series Name,Match Date,Match Format,Team1 ID,Team1 Name,Team1 Captain,Team1 Runs Scored,Team1 Wickets Fell,Team1 Extras Rec,Team2 ID,Team2 Name,Team2 Captain,Team2 Runs Scored,Team2 Wickets Fell,Team2 Extras Rec,Match Venue (Stadium),Match Venue (City),Match Venue (Country),Umpire 1,Umpire 2,Match Referee,Toss Winner,Toss Winner Choice,Match Winner,Match Result Text,MOM Player,Team1 Playing 11,Team2 Playing 11,Debut Players
2170,1383096,Japan Vs Philippines 8Th Match,1383050,"ICC Men's T20 World Cup East Asia-Pacific QLF Japan, Papua New Guinea, Philippines, Vanuatu in Papua New Guinea - 2023 (2023)",26/07/23,T20,36,Japan,K Kadowaki-Fleming,127,9,10,179,Philippines,DC Smith,94,5,2,Amini Park,Port Moresby,Papua New Guinea,A Kapa,SB Haig,WC Labrooy,Japan,bat,Japan,Japan won by 33 runs,S Ravichandran,"['A Shirai-Patmore', 'L Yamamoto-Lake', 'K Kadowaki-Fleming', 'I Takahashi', 'S Ravichandran', 'D Suzuki', 'R Sakurano-Thomas', 'W Miyauchi', 'MM Siddique', 'P Kumbhare', 'R Drake']","['AS Samra', 'GR Russ', 'JEA Doctora', 'DC Smith', 'M Podosky', 'G Chohan', 'KDA Lukies', 'Huzaifa Mohammed', 'H Isorena', 'ASF Sirah', 'LJ Myott']","['MM Siddique', 'MM Siddique', 'W Miyauchi', 'W Miyauchi']"
2171,1383102,Bhutan Vs Myanmar 2Nd Match,1383057,"ICC Men's T20 World Cup Asia B Qualifier Bhutan, China, Malaysia, Myanmar, Thailand in Malaysia - 2023 (2023)",26/07/23,T20,112,Bhutan,S Pradhan,105,10,15,6411,Myanmar,Thuya Aung,74,9,11,Bayuemas Oval,Kuala Lumpur,Malaysia,RV Venkatesh,V Kalidas,JM Pereira,Bhutan,bat,Bhutan,Bhutan won by 31 runs,Tashi Phuntsho,"['Tenjin Rabgey', 'S Pradhan', 'Namgay Thinley', 'Tashi Phuntsho', 'K Ghalley', 'GK Ghalley', 'S Loday', 'T Wangchuk', 'S Chophel', 'S Yeshey', 'Karma Dorji']","['KK Lin Thu', 'Paing Danu', 'Khin Aye', 'Pyae Phyo Wai', 'H Lin Aung', 'Swann Htet Ko Ko', 'Thuya Aung', 'Y Naing Tun', 'Nay Lin Htun', 'H Lin Oo', 'Aung Ko Ko']","['Aung Ko Ko', 'Aung Ko Ko', 'H Lin Aung', 'H Lin Aung', 'H Lin Oo', 'H Lin Oo', 'Karma Dorji', 'Karma Dorji', 'Khin Aye', 'Khin Aye', 'K Ghalley', 'K Ghalley', 'KK Lin Thu', 'KK Lin Thu', 'Nay Lin Htun', 'Nay Lin Htun', 'Paing Danu', 'Paing Danu', 'Pyae Phyo Wai', 'Pyae Phyo Wai', 'Swann Htet Ko Ko', 'Swann Htet Ko Ko', 'Tashi Phuntsho', 'Tashi Phuntsho', 'Thuya Aung', 'Thuya Aung', 'Y Naing Tun', 'Y Naing Tun']"
2172,1383103,China Vs Thailand 3Rd Match,1383057,"ICC Men's T20 World Cup Asia B Qualifier Bhutan, China, Malaysia, Myanmar, Thailand in Malaysia - 2023 (2023)",27/07/23,T20,121,China,Wang Qi,26,10,9,207,Thailand,AP Yadav,27,1,3,Bayuemas Oval,Kuala Lumpur,Malaysia,V Kalidas,VG Rathi,JM Pereira,Thailand,bowl,Thailand,Thailand won by 9 wickets (with 95 balls remaining),N Senamontree,"['Wei Guo Lei', 'Wang Liuyang', 'Zhuang Zelin', 'Xie Kunkun', 'Yin Chenhao', 'Tian Sen Qun', 'Chen Zhuo Yue', 'Wang Qi', 'Zhao Tianle', 'Ma Qiancheng', 'Luo Shilin']","['S Desungnoen', 'S Rungrueang', 'AP Yadav', 'N Nuntarach', 'J Coetzee', 'Robert Raina', 'Sarawut Maliwan', 'N Senamontree', 'K Namchaikul', 'P Suanchuai', 'C Chatphaisan']","['AP Yadav', 'AP Yadav', 'J Coetzee', 'Sarawut Maliwan', 'Sarawut Maliwan']"
2173,1383104,Malaysia Vs Bhutan 4Th Match,1383057,"ICC Men's T20 World Cup Asia B Qualifier Bhutan, China, Malaysia, Myanmar, Thailand in Malaysia - 2023 (2023)",27/07/23,T20,16,Malaysia,Ahmed Faiz,180,7,15,112,Bhutan,S Pradhan,105,8,10,Bayuemas Oval,Kuala Lumpur,Malaysia,RV Venkatesh,VG Rathi,JM Pereira,Bhutan,bowl,Malaysia,Malaysia won by 75 runs,Virandeep Singh,"['Syed Aziz', 'Muhammad Amir', 'Zubaidi Zulkifle', 'Virandeep Singh', 'Sharveen Surendran', 'Khizar Hayat', 'S Vijay Unni', 'Syazrul Idrus', 'Rizwan Haider', 'Ahmed Faiz', 'Pavandeep Singh']","['Tenjin Rabgey', 'S Pradhan', 'Namgay Thinley', 'S Loday', 'GK Ghalley', 'K Ghalley', 'T Wangchuk', 'S Chophel', 'S Yeshey', 'Tashi Phuntsho', 'Karma Dorji']",[]
2174,1383083,Scotland Vs Denmark 16Th Match,1383037,ICC Men's T20 World Cup Europe Region Qualifier in Scotland - 2023 (2023),27/07/23,T20,30,Scotland,RD Berrington,159,7,8,13,Denmark,HAM Shah,126,7,14,Grange Cricket Club Ground,Edinburgh,Scotland,DH McLean,R Black,P Whitticase,Denmark,bowl,Scotland,Scotland won by 33 runs,RD Berrington,"['HG Munsey', 'OJ Hairs', 'B McMullen', 'RD Berrington', 'TSS Mackintosh', 'MA Leask', 'CN Greaves', 'MRJ Watt', 'SM Sharif', 'GT Main', 'BJ Currie']","['ND Laegsgaard', 'HAM Shah', 'TS Bharaj', 'SA Ahmad', 'S Thanikaithasan', 'Musa Shaheen', 'Surya Anand', 'Abdul Hashmi', 'Lucky Ali', 'Saud Munir', 'Abdullah Mahmood']",[]
2175,1383097,Japan Vs Vanuatu 9Th Match,1383050,"ICC Men's T20 World Cup East Asia-Pacific QLF Japan, Papua New Guinea, Philippines, Vanuatu in Papua New Guinea - 2023 (2023)",28/07/23,T20,36,Japan,K Kadowaki-Fleming,136,10,5,216,Vanuatu,R Tari,137,5,5,Amini Park,Port Moresby,Papua New Guinea,A Kapa,SB Haig,WC Labrooy,Vanuatu,bowl,Vanuatu,Vanuatu won by 5 wickets (with 3 balls remaining),N Nipiko,"['L Yamamoto-Lake', 'K Kadowaki-Fleming', 'I Takahashi', 'S Ravichandran', 'D Suzuki', 'T Takada', 'R Sakurano-Thomas', 'W Miyauchi', 'M Taniyama', 'P Kumbhare', 'K Kubota']","['JD Allan', 'C Tommy', 'N Nipiko', 'A Mansale', 'R Tari', 'J Rasu', 'AL Stephen', 'SH Obed', 'JP Kaltapau', 'W Nalisa', 'D Wotu']","['T Takada', 'T Takada']"
2176,1383105,Myanmar Vs Thailand 5Th Match,1383057,"ICC Men's T20 World Cup Asia B Qualifier Bhutan, China, Malaysia, Myanmar, Thailand in Malaysia - 2023 (2023)",28/07/23,T20,207,Thailand,AP Yadav,140,6,12,6411,Myanmar,Thuya Aung,39,10,10,Bayuemas Oval,Kuala Lumpur,Malaysia,RV Venkatesh,V Kalidas,JM Pereira,Myanmar,bowl,Thailand,Thailand won by 101 runs,J Coetzee,"['S Desungnoen', 'S Rungrueang', 'AP Yadav', 'N Nuntarach', 'J Coetzee', 'Robert Raina', 'C Chatphaisan', 'P Suanchuai', 'Sarawut Maliwan', 'N Senamontree', 'K Namchaikul']","['KK Lin Thu', 'Khin Aye', 'Swann Htet Ko Ko', 'H Lin Aung', 'Pyae Phyo Wai', 'Y Naing Tun', 'H Lin Oo', 'Thuya Aung', 'Paing Danu', 'Nyein Cham Soe', 'Aung Ko Ko']","['Nyein Cham Soe', 'Nyein Cham Soe']"
2177,1383098,Papua New Guinea Vs Philippines 10Th Match,1383050,"ICC Men's T20 World Cup East Asia-Pacific QLF Japan, Papua New Guinea, Philippines, Vanuatu in Papua New Guinea - 2023 (2023)",28/07/23,T20,20,P.N.G.,A Vala,229,6,10,179,Philippines,DC Smith,129,7,18,Amini Park,Port Moresby,Papua New Guinea,CA Polosak,PJ Gillespie,WC Labrooy,Philippines,bowl,P.N.G.,P.N.G. won by 100 runs,TP Ura,"['TP Ura', 'A Vala', 'L Siaka', 'CJA Amini', 'R Hekure', 'H Hiri', 'S Bau', 'HGV Vare', 'KV Morea', 'J Kariko', 'JWW Gardner']","['AS Samra', 'GR Russ', 'JEA Doctora', 'H Isorena', 'DC Smith', 'Kapil Kumar', 'Huzaifa Mohammed', 'KDA Lukies', 'FN Walsh', 'S Singh', 'LJ Myott']","['FN Walsh', 'FN Walsh']"
2178,1383086,Germany Vs Italy 19Th Match,1383037,ICC Men's T20 World Cup Europe Region Qualifier in Scotland - 2023 (2023),28/07/23,T20,35,Germany,V Ganesan,141,10,17,31,Italy,GK Berg,147,6,7,Grange Cricket Club Ground,Edinburgh,Scotland,DA Haggo,M Jameson,P Whitticase,Italy,bowl,Italy,Italy won by 4 wickets (with 7 balls remaining),S di Bartolomeo,"['V Ganesan', 'J van Heerden', 'M Montgomery', 'H Singh', 'DA Blignaut', 'Sahir Naqash', 'Sachin Mandy', 'Muslim Yar', 'D Klein', 'Zahid Zadran', 'Ghulam Ahmadi']","['J Mosca', 'BAD Manenti', 'AJ Mosca', 'WL Madsen', 'M Campopiano', 'HJ Manenti', 'G Stewart', 'GP Meade', 'GK Berg', 'Jaspreet Singh', 'S di Bartolomeo']",['M Montgomery']
2179,1383087,Denmark Vs Jersey 20Th Match,1383037,ICC Men's T20 World Cup Europe Region Qualifier in Scotland - 2023 (2023),28/07/23,T20,4083,Jersey,CW Perchard,159,10,9,13,Denmark,TS Bharaj,131,7,6,Goldenacre,Edinburgh,Scotland,J Jensen,N Bathi,P Whitticase,Denmark,bowl,Jersey,Jersey won by 28 runs,NA Greenwood,"['JAD Lawrenson', 'NA Greenwood', 'JW Jenner', 'C Brennan', 'AM Tribe', 'ZM Tribe', 'PB Gouge', 'JTS Sumerauer', 'CW Perchard', 'EJB Miles', 'RJG Palmer']","['ND Laegsgaard', 'HAM Shah', 'TS Bharaj', 'SA Ahmad', 'S Thanikaithasan', 'Abdullah Mahmood', 'Musa Shaheen', 'Surya Anand', 'Lucky Ali', 'E Karimi', 'Saud Munir']","['PB Gouge', 'PB Gouge']"
2180,1383088,Scotland Vs Ireland 21St Match,1383037,ICC Men's T20 World Cup Europe Region Qualifier in Scotland - 2023 (2023),28/07/23,T20,30,Scotland,RD Berrington,213,6,10,29,Ireland,PR Stirling,205,9,8,Grange Cricket Club Ground,Edinburgh,Scotland,DA Haggo,R Black,P Whitticase,Ireland,bowl,Scotland,Scotland won by 8 runs,BJ Currie,"['HG Munsey', 'OJ Hairs', 'B McMullen', 'RD Berrington', 'MH Cross', 'MA Leask', 'CN Greaves', 'MRJ Watt', 'SM Sharif', 'GT Main', 'BJ Currie']","['A Balbirnie', 'PR Stirling', 'LJ Tucker', 'HT Tector', 'C Campher', 'NA Rock', 'GH Dockrell', 'MR Adair', 'BJ McCarthy', 'JB Little', 'B White']",[]
2181,1383099,Philippines Vs Vanuatu 11Th Match,1383050,"ICC Men's T20 World Cup East Asia-Pacific QLF Japan, Papua New Guinea, Philippines, Vanuatu in Papua New Guinea - 2023 (2023)",29/07/23,T20,179,Philippines,DC Smith,94,10,6,216,Vanuatu,R Tari,98,7,12,Amini Park,Port Moresby,Papua New Guinea,A Kapa,CA Polosak,WC Labrooy,Philippines,bat,Vanuatu,Vanuatu won by 3 wickets (with 23 balls remaining),KDA Lukies,"['AS Samra', 'GR Russ', 'J Alegra', 'DC Smith', 'JEA Doctora', 'G Chohan', 'ASF Sirah', 'Kapil Kumar', 'Huzaifa Mohammed', 'KDA Lukies', 'LJ Myott']","['N Nipiko', 'C Tommy', 'A Mansale', 'J Rasu', 'R Tari', 'JP Kaltapau', 'W Wotu', 'J Vira', 'SH Obed', 'W Nalisa', 'D Wotu']",[]
2182,1383100,Papua New Guinea Vs Japan 12Th Match,1383050,"ICC Men's T20 World Cup East Asia-Pacific QLF Japan, Papua New Guinea, Philippines, Vanuatu in Papua New Guinea - 2023 (2023)",29/07/23,T20,36,Japan,K Kadowaki-Fleming,106,8,12,20,P.N.G.,A Vala,109,4,4,Amini Park,Port Moresby,Papua New Guinea,PJ Gillespie,SB Haig,WC Labrooy,Japan,bat,P.N.G.,P.N.G. won by 6 wickets (with 51 balls remaining),N Vanua,"['K Kadowaki-Fleming', 'L Yamamoto-Lake', 'D Suzuki', 'I Takahashi', 'S Ravichandran', 'R Sakurano-Thomas', 'W Miyauchi', 'T Takada', 'P Kumbhare', 'K Kubota', 'R Drake']","['TP Ura', 'A Vala', 'K Doriga', 'S Bau', 'L Siaka', 'CJA Amini', 'A Nao', 'H Hiri', 'N Vanua', 'SI Kamea', 'J Kariko']",[]
2183,1383106,Bhutan Vs China 6Th Match,1383057,"ICC Men's T20 World Cup Asia B Qualifier Bhutan, China, Malaysia, Myanmar, Thailand in Malaysia - 2023 (2023)",30/07/23,T20,112,Bhutan,S Pradhan,161,4,14,121,China,Wang Qi,48,10,7,Bayuemas Oval,Kuala Lumpur,Malaysia,V Kalidas,VG Rathi,JM Pereira,Bhutan,bat,Bhutan,Bhutan won by 95 runs (DLS method),S Pradhan,"['Tenjin Rabgey', 'S Pradhan', 'Namgay Thinley', 'GK Ghalley', 'T Wangchuk', 'K Ghalley', 'S Loday', 'Tashi Phuntsho', 'S Chophel', 'Karma Dorji', 'A Mongar']","['Wei Guo Lei', 'Wang Liuyang', 'Zhuang Zelin', 'Xie Kunkun', 'Tian Sen Qun', 'Chen Zhuo Yue', 'Wang Qi', 'Deng Jinqi', 'Zong Yuechao', 'Ma Qiancheng', 'Luo Shilin']","['A Mongar', 'A Mongar', 'Deng Jinqi', 'Deng Jinqi', 'Zong Yuechao', 'Zong Yuechao']"
2184,1383107,Malaysia Vs Myanmar 7Th Match,1383057,"ICC Men's T20 World Cup Asia B Qualifier Bhutan, China, Malaysia, Myanmar, Thailand in Malaysia - 2023 (2023)",30/07/23,T20,16,Malaysia,Ahmed Faiz,219,6,10,6411,Myanmar,Thuya Aung,35,10,6,Bayuemas Oval,Kuala Lumpur,Malaysia,RV Venkatesh,VG Rathi,JM Pereira,Myanmar,bowl,Malaysia,Malaysia won by 184 runs,Ahmed Faiz,"['Syed Aziz', 'Zubaidi Zulkifle', 'Ahmed Faiz', 'Virandeep Singh', 'Muhammad Amir', 'Khizar Hayat', 'Ainool Hafizs', 'Syazrul Idrus', 'S Vijay Unni', 'Pavandeep Singh', 'Rizwan Haider']","['Swann Htet Ko Ko', 'H Lin Oo', 'KK Lin Thu', 'Pyae Phyo Wai', 'Khin Aye', 'Y Naing Tun', 'H Lin Aung', 'Thuya Aung', 'Paing Danu', 'Myat Thu Aung', 'Aung Ko Ko']","['Myat Thu Aung', 'Myat Thu Aung']"
2185,1383108,Bhutan Vs Thailand 8Th Match,1383057,"ICC Men's T20 World Cup Asia B Qualifier Bhutan, China, Malaysia, Myanmar, Thailand in Malaysia - 2023 (2023)",31/07/23,T20,112,Bhutan,S Pradhan,83,10,15,207,Thailand,AP Yadav,84,2,11,Bayuemas Oval,Kuala Lumpur,Malaysia,RV Venkatesh,V Kalidas,JM Pereira,Thailand,bowl,Thailand,Thailand won by 8 wickets (with 59 balls remaining),AP Yadav,"['Tenjin Rabgey', 'S Pradhan', 'Namgay Thinley', 'Tashi Phuntsho', 'K Ghalley', 'GK Ghalley', 'S Loday', 'S Chophel', 'T Wangchuk', 'A Mongar', 'Karma Dorji']","['S Desungnoen', 'S Rungrueang', 'AP Yadav', 'N Nuntarach', 'J Coetzee', 'Robert Raina', 'C Chatphaisan', 'P Suanchuai', 'Sarawut Maliwan', 'K Namchaikul', 'N Senamontree']",[]
2186,1383109,China Vs Myanmar 9Th Match,1383057,"ICC Men's T20 World Cup Asia B Qualifier Bhutan, China, Malaysia, Myanmar, Thailand in Malaysia - 2023 (2023)",31/07/23,T20,6411,Myanmar,Thuya Aung,77,8,10,121,China,Wang Qi,78,5,10,Bayuemas Oval,Kuala Lumpur,Malaysia,V Kalidas,VG Rathi,JM Pereira,China,bowl,China,China won by 5 wickets (with 16 balls remaining),Chen Zhuo Yue,"['KK Lin Thu', 'Pyae Phyo Wai', 'Khin Aye', 'Thuya Aung', 'Y Naing Tun', 'Swann Htet Ko Ko', 'H Lin Aung', 'Paing Danu', 'Nyein Cham Soe', 'H Lin Oo', 'Myat Thu Aung']","['Wei Guo Lei', 'Zhuang Zelin', 'Xie Kunkun', 'Wang Liuyang', 'Tian Sen Qun', 'Chen Zhuo Yue', 'Wang Qi', 'Yin Chenhao', 'Ma Qiancheng', 'Luo Shilin', 'Zou Kui']","['Zou Kui', 'Zou Kui']"
2187,1383110,Malaysia Vs Thailand 10Th Match,1383057,"ICC Men's T20 World Cup Asia B Qualifier Bhutan, China, Malaysia, Myanmar, Thailand in Malaysia - 2023 (2023)",01/08/23,T20,207,Thailand,AP Yadav,93,10,2,16,Malaysia,Ahmed Faiz,96,3,11,Bayuemas Oval,Kuala Lumpur,Malaysia,RV Venkatesh,VG Rathi,JM Pereira,Malaysia,bowl,Malaysia,Malaysia won by 7 wickets (with 50 balls remaining),S Vijay Unni,"['S Desungnoen', 'P Suanchuai', 'AP Yadav', 'J Coetzee', 'N Nuntarach', 'Robert Raina', 'Y Saranonnakkun', 'C Chatphaisan', 'N Senamontree', 'Sarawut Maliwan', 'K Namchaikul']","['Syed Aziz', 'Zubaidi Zulkifle', 'Ahmed Faiz', 'Virandeep Singh', 'S Vijay Unni', 'Khizar Hayat', 'Muhammad Amir', 'Ainool Hafizs', 'Syazrul Idrus', 'Pavandeep Singh', 'Rizwan Haider']",[]
2188,1381217,West Indies Vs India 1St T20I,1381204,India in West Indies  - 2023 (2023),03/08/23,T20,4,West Indies,R Powell,149,6,8,6,India,HH Pandya,145,9,15,Brian Lara Stadium,Tarouba,West Indies,GO Brathwaite,PA Gustard,RB Richardson,West Indies,bat,West Indies,West Indies won by 4 runs,JO Holder,"['BA King', 'KR Mayers', 'J Charles', 'N Pooran', 'R Powell', 'SO Hetmyer', 'R Shepherd', 'JO Holder', 'AJ Hosein', 'AS Joseph', 'OC McCoy']","['Ishan Kishan', 'Shubman Gill', 'SA Yadav', 'NT Tilak Varma', 'HH Pandya', 'SV Samson', 'AR Patel', 'Kuldeep Yadav', 'Arshdeep Singh', 'YS Chahal', 'Mukesh Kumar']","['Mukesh Kumar', 'NT Tilak Varma']"
2189,1390167,Hungary Vs Croatia 1St Match,1390166,Croatia tour of Hungary  - 2023 (2023),05/08/23,T20,139,Hungary,V Ravindran,209,8,8,123,Croatia,V Zanko,64,10,6,GB Oval,Szodliget,Hungary,Sai Gowtham,Srinivas Mandali,,Hungary,bat,Hungary,Hungary won by 145 runs,Sheikh Rasik,"['Abhijeet Ahuja', 'V Ravindran', 'Sheikh Rasik', 'Abhishek Ahuja', 'Ali Yalmaz', 'Abbas Ghani', 'Zahir Mohammed', 'A Prashar', 'A Kheterpal', 'SA Mohandas', 'BP Adapaka']","['WK Bitis', 'A Maheshwari', 'Naseem Khan', 'Sohail Ahmad', 'P Bosnjak', 'V Pulibanti', 'V Zanko', 'CG Osborne', 'A Magdalenic', 'Ivan Splicevic', 'ID Matic']","['Abbas Ghani', 'Abbas Ghani', 'CG Osborne', 'CG Osborne', 'ID Matic', 'ID Matic', 'Ivan Splicevic', 'Ivan Splicevic', 'Sheikh Rasik', 'Sheikh Rasik', 'V Pulibanti', 'V Pulibanti']"
2190,1390169,Hungary Vs Croatia 3Rd Match,1390166,Croatia tour of Hungary  - 2023 (2023),06/08/23,T20,123,Croatia,V Zanko,63,10,4,139,Hungary,V Ravindran,68,3,8,GB Oval,Szodliget,Hungary,Sai Gowtham,Srinivas Mandali,,Croatia,bat,Hungary,Hungary won by 7 wickets (with 76 balls remaining),Sheikh Rasik,"['WK Bitis', 'A Maheshwari', 'Naseem Khan', 'Sohail Ahmad', 'V Zanko', 'V Pulibanti', 'CG Osborne', 'A Magdalenic', 'Ivan Splicevic', 'ID Matic', 'P Bosnjak']","['Zeeshan Kukikhel', 'Ali Yalmaz', 'A Kheterpal', 'Sheikh Rasik', 'Yadwinder Singh', 'Abhijeet Ahuja', 'Abbas Ghani', 'Abhishek Ahuja', 'A Prashar', 'Zahir Mohammed', 'V Ravindran']","['Yadwinder Singh', 'Yadwinder Singh']"
2191,1381218,West Indies Vs India 2Nd T20I,1381204,India in West Indies  - 2023 (2023),06/08/23,T20,6,India,HH Pandya,152,7,7,4,West Indies,R Powell,155,8,2,Providence Stadium,Providence,West Indies,LS Reifer,N Duguid,RB Richardson,India,bat,West Indies,West Indies won by 2 wickets (with 7 balls remaining),N Pooran,"['Ishan Kishan', 'Shubman Gill', 'SA Yadav', 'NT Tilak Varma', 'SV Samson', 'HH Pandya', 'AR Patel', 'Ravi Bishnoi', 'Arshdeep Singh', 'YS Chahal', 'Mukesh Kumar']","['BA King', 'KR Mayers', 'J Charles', 'N Pooran', 'R Powell', 'SO Hetmyer', 'R Shepherd', 'JO Holder', 'AJ Hosein', 'AS Joseph', 'OC McCoy']",[]
2192,1381219,West Indies Vs India 3Rd T20I,1381204,India in West Indies  - 2023 (2023),08/08/23,T20,4,West Indies,R Powell,159,5,9,6,India,HH Pandya,164,3,5,Providence Stadium,Providence,West Indies,N Duguid,PA Gustard,RB Richardson,West Indies,bat,India,India won by 7 wickets (with 13 balls remaining),SA Yadav,"['BA King', 'KR Mayers', 'J Charles', 'N Pooran', 'R Powell', 'SO Hetmyer', 'R Shepherd', 'RL Chase', 'AJ Hosein', 'AS Joseph', 'OC McCoy']","['YBK Jaiswal', 'Shubman Gill', 'SA Yadav', 'NT Tilak Varma', 'HH Pandya', 'SV Samson', 'AR Patel', 'Kuldeep Yadav', 'YS Chahal', 'Arshdeep Singh', 'Mukesh Kumar']",['YBK Jaiswal']
2193,1381220,India Vs West Indies 4Th T20I,1381204,India in West Indies  - 2023 (2023),12/08/23,T20,4,West Indies,R Powell,178,8,3,6,India,HH Pandya,179,1,11,Central Broward Regional Park Stadium Turf Ground,Lauderhill,United States of America,GO Brathwaite,LS Reifer,RB Richardson,West Indies,bat,India,India won by 9 wickets (with 18 balls remaining),YBK Jaiswal,"['KR Mayers', 'BA King', 'SD Hope', 'N Pooran', 'R Powell', 'SO Hetmyer', 'R Shepherd', 'JO Holder', 'OF Smith', 'AJ Hosein', 'OC McCoy']","['YBK Jaiswal', 'Shubman Gill', 'NT Tilak Varma', 'SA Yadav', 'HH Pandya', 'SV Samson', 'AR Patel', 'Kuldeep Yadav', 'YS Chahal', 'Arshdeep Singh', 'Mukesh Kumar']",[]
2194,1381221,India Vs West Indies 5Th T20I,1381204,India in West Indies  - 2023 (2023),13/08/23,T20,6,India,HH Pandya,165,9,11,4,West Indies,R Powell,171,2,7,Central Broward Regional Park Stadium Turf Ground,Lauderhill,United States of America,GO Brathwaite,N Duguid,RB Richardson,India,bat,West Indies,West Indies won by 8 wickets (with 12 balls remaining),R Shepherd,"['YBK Jaiswal', 'Shubman Gill', 'SA Yadav', 'NT Tilak Varma', 'SV Samson', 'HH Pandya', 'AR Patel', 'Arshdeep Singh', 'Kuldeep Yadav', 'YS Chahal', 'Mukesh Kumar']","['BA King', 'KR Mayers', 'N Pooran', 'SD Hope', 'R Powell', 'SO Hetmyer', 'RL Chase', 'R Shepherd', 'JO Holder', 'AJ Hosein', 'AS Joseph']",[]
2195,1387243,Germany Vs Guernsey 1St T20I,1387241,Germany in Netherlands  - 2023 (2023),14/08/23,T20,1094,Guernsey,MWR Stokes,98,10,9,35,Germany,V Ganesan,100,1,8,Sportpark Het Schootsveld,Deventer,Netherlands,AM Deshpande,M Prabhudesai,AMD van den Dries,Germany,bowl,Germany,Germany won by 9 wickets (with 54 balls remaining),Fayaz Khan,"['GH Smit', 'J Butler', 'TW Nightingale', 'MWR Stokes', 'OB Nightingale', 'LB Ferbrache', 'A Bushell', 'A Martel', 'DR Hooper', 'D Mullen', 'LT Bichard']","['V Ganesan', 'Shahid Afridi', 'Talha Khan', 'Ghulam Ahmadi', 'Muslim Yar', 'SVE Bharathi', 'Faisal Mubashir', 'Sachin Mandy', 'Sahir Naqash', 'H Singh', 'Fayaz Khan']","['A Bushell', 'A Bushell', 'GH Smit', 'GH Smit']"
2196,1387244,Germany Vs Guernsey 2Nd T20I,1387241,Germany in Netherlands  - 2023 (2023),14/08/23,T20,35,Germany,V Ganesan,164,5,8,1094,Guernsey,MWR Stokes,165,5,4,Sportpark Het Schootsveld,Deventer,Netherlands,AM Deshpande,M Hancock,AMD van den Dries,Germany,bat,Guernsey,Guernsey won by 5 wickets (with 0 balls remaining),MWR Stokes,"['V Ganesan', 'Shahid Afridi', 'Talha Khan', 'H Singh', 'Faisal Mubashir', 'Sahir Naqash', 'Fayaz Khan', 'Muslim Yar', 'SVE Bharathi', 'Sachin Mandy', 'Ghulam Ahmadi']","['GH Smit', 'J Butler', 'TW Nightingale', 'MWR Stokes', 'OB Nightingale', 'LB Ferbrache', 'A Martel', 'LT Bichard', 'DR Hooper', 'A Bushell', 'D Mullen']",[]
2197,1387245,Germany Vs Guernsey 3Rd T20I,1387241,Germany in Netherlands  - 2023 (2023),15/08/23,T20,1094,Guernsey,MWR Stokes,172,4,19,35,Germany,V Ganesan,162,9,12,Sportpark Het Schootsveld,Deventer,Netherlands,M Hancock,M Prabhudesai,AMD van den Dries,Guernsey,bat,Guernsey,Guernsey won by 10 runs,J Butler,"['J Butler', 'GH Smit', 'MWR Stokes', 'TW Nightingale', 'A Martel', 'LT Bichard', 'A Bushell', 'LB Ferbrache', 'DR Hooper', 'D Mullen', 'OB Nightingale']","['V Ganesan', 'Shahid Afridi', 'Talha Khan', 'Faisal Mubashir', 'Ahmed Wardak', 'Sachin Mandy', 'Fayaz Khan', 'Muslim Yar', 'Zahid Zadran', 'Ghulam Ahmadi', 'SVE Bharathi']",[]
2198,1377727,United Arab Emirates Vs New Zealand 1St T20I,1377726,New Zealand in United Arab Emirates  - 2023 (2023),17/08/23,T20,5,New Zealand,TG Southee,155,6,2,27,U.A.E.,Muhammad Waseem,136,10,8,Dubai International Cricket Stadium,Dubai,United Arab Emirates,Aasif Iqbal,Akbar Ali,AJ Pycroft,U.A.E.,bowl,New Zealand,New Zealand won by 19 runs,TG Southee,"['CJ Bowes', 'TL Seifert', 'D Cleaver', 'MS Chapman', 'MJ Santner', 'JDS Neesham', 'CE McConchie', 'R Ravindra', 'KA Jamieson', 'TG Southee', 'BG Lister']","['Muhammad Waseem', 'A Sharma', 'V Aravind', 'Asif Khan', 'Ansh Tandon', 'Basil Hameed', 'Ali Naseer', 'Aayan Afzal Khan', 'Mohammed Faraazuddin', 'Junaid Siddique', 'Zahoor Khan']","['Ali Naseer', 'Ali Naseer', 'A Sharma', 'A Sharma', 'Asif Khan', 'Mohammed Faraazuddin', 'Mohammed Faraazuddin']"
